eventID	eventType	device	device_operation_label	device_operation_subdevices	device_operation_devicetypes	date_start	date_end	time_start	time_end	lat_start	lon_start	lat_end	lon_end	depth_start_m	depth_end_m
PS149_32-9	station	Marine Snow Catcher	MSC_PS		water sampler	2025-08-10	2025-08-10	09:15:41	09:26:47	83.2858	33.9309	83.2868	33.9336	3867.4	3867.3
PS149_33-1	station	Multinet Midi 5 Nets	MN_S5_PS		net	2025-08-11	2025-08-11	08:04:54	09:57:04	83.6617	27.8314	83.6671	27.8643	4061	4060.4
PS149_33-2	station	CTD AWI-OZE (Piglet)	CTD_SBE9plus_287		CTD	2025-08-11	2025-08-11	09:57:26	12:10:18	83.6672	27.8645	83.6740	27.8850	4060.5	4060.9
PS149_33-3	station	Hand Net	HN_PS		net	2025-08-11	2025-08-11	10:40:28	10:47:43	83.6700	27.8764	83.6703	27.8778	4060.5	4060.4
PS149_34-1	station	GoPro Hero11 black video camera	gopro_uoc		camera	2025-08-11	2025-08-11	12:12:27	12:47:09	83.6743	27.8843	83.6502	27.6582	4060.8	4061.2
PS149_35-1	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-11	2025-08-11	21:00:21	21:07:56	84.3333	22.7589	84.3333	22.7594	4063.5	4063.1
PS149_35-10	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-12	2025-08-12	06:28:46	06:41:18	84.4561	22.0422	84.4643	22.1725	4063.5	4063.1
PS149_35-2	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-11	2025-08-11	22:06:34	22:13:11	84.3401	21.9115	84.3403	21.9072	4063.8	4063.9
PS149_35-3	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-11	2025-08-11	23:10:12	23:20:34	84.4094	21.7824	84.4121	21.8048	4065	4065
PS149_35-4	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-11	2025-08-12	23:57:58	00:04:09	84.4125	22.4597	84.4117	22.4871	4064.3	4064.3
PS149_35-5	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-12	2025-08-12	00:47:45	00:54:36	84.4188	23.2138	84.4230	23.2150	4064.2	4063.5
PS149_35-6	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-12	2025-08-12	01:37:16	01:43:45	84.4833	22.8357	84.4869	22.8073	4063.8	4063.5
PS149_35-7	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-12	2025-08-12	02:39:45	02:48:27	84.5176	22.4749	84.5156	22.4893	4061.6	4061.5
PS149_35-8	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-12	2025-08-12	03:59:36	04:09:59	84.4831	21.5424	84.4849	21.5127	4063	4062.8
PS149_35-9	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-12	2025-08-12	06:34:44	05:18:02	84.4614	22.1331	84.4022	20.9492	4063	4064.9
PS149_36-1	station	Ship-supported ice station	ship_icestation		pack ice	2025-08-12	2025-08-14	06:52:05	17:22:33	84.4737	22.1715	84.6128	21.5747	4061.7	4059.8
PS149_36-10	station	Marine Snow Catcher	MSC_PS		water sampler	2025-08-13	2025-08-13	09:08:47	09:26:56	84.5067	22.1154	84.5062	22.1135	4061.9	4061.9
PS149_36-11	profile	Maritime Robotics Otter Pro USV SN124	otter_pro_usv_124		small boat	2025-08-13	2025-08-13	15:14:45	16:08:01	84.5136	21.8519	84.5202	21.8296	4064	4063.9
PS149_36-12	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-13	2025-08-13	20:11:06	20:20:51	84.5435	21.8172	84.5440	21.8165	4063.7	4063.6
PS149_36-13	station	TV-guided Multiple Corer	TV-MUC		corer	2025-08-14	2025-08-14	12:37:09	15:45:45	84.5976	21.5928	84.6063	21.5620	4059.1	4059.8
PS149_36-2	station	Multinet Midi 5 Nets 55 ?m	mn_s5_ps_55		net	2025-08-12	2025-08-12	09:58:12	11:47:02	84.4769	22.1443	84.4779	22.0556	4061.9	4061.7
PS149_36-3	station	Multinet Midi 5 Nets	MN_S5_PS		net	2025-08-12	2025-08-12	12:29:09	14:24:24	84.4799	22.0122	84.4896	21.9215	4061.6	4061.4
PS149_36-4	station	Bongo Net	BONGO_PS		net	2025-08-12	2025-08-12	14:24:45	14:35:45	84.4897	21.9213	84.4908	21.9171	4061.5	4061.7
PS149_36-5	station	Bongo Net	BONGO_PS		net	2025-08-12	2025-08-12	14:36:18	14:48:27	84.4909	21.9169	84.4921	21.9134	4061.4	4061.8
PS149_36-6	station	Bongo Net	BONGO_PS		net	2025-08-12	2025-08-12	14:49:09	15:02:09	84.4922	21.9132	84.4936	21.9108	4061.6	4062
PS149_36-7	station	CTD AWI-OZE (Piglet)	CTD_SBE9plus_287		CTD	2025-08-12	2025-08-12	19:54:14	23:02:16	84.5064	22.0817	84.4979	22.0780	4061.7	4061.5
PS149_36-8	station	Hand Net	HN_PS		net	2025-08-12	2025-08-12	20:45:49	20:56:32	84.5039	22.1044	84.5033	22.1070	4062	4062
PS149_36-9	station	CTD AWI-OZE (Piglet)	CTD_SBE9plus_287		CTD	2025-08-13	2025-08-13	08:03:34	08:56:07	84.5087	22.1100	84.5071	22.1159	4061.8	4061.7
PS149_37-1	station	Multinet Midi 5 Nets	MN_S5_PS		net	2025-08-15	2025-08-15	18:00:50	19:58:36	84.1839	-1.4017	84.1722	-1.4391	3011.6	3922.9
PS149_37-2	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-15	2025-08-15	20:01:03	20:10:43	84.1706	-1.4361	84.1686	-1.4389	3262.6	0
PS149_37-3	station	CTD AWI-OZE (Piglet)	CTD_SBE9plus_287		CTD	2025-08-15	2025-08-15	20:17:51	21:17:29	84.1668	-1.4397	84.1631	-1.4693	0	3011.6
PS149_37-4	station	Hand Net	HN_PS		net	2025-08-15	2025-08-15	21:17:50	21:34:17	84.1631	-1.4695	84.1610	-1.4851	3011.6	3060.7
PS149_38-1	station	GoPro Hero11 black video camera	gopro_uoc		camera	2025-08-15	2025-08-15	21:46:59	22:07:52	84.1586	-1.4966	84.1354	-1.3853	3025.2	3485.6
PS149_39-1	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-16	2025-08-16	00:07:09	00:17:27	84.0478	-2.9461	84.0434	-3.0309	3357.1	3011.6
PS149_39-10	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-16	2025-08-16	07:06:22	07:14:13	83.8370	-7.0959	83.8359	-7.1489	3088.7	3111.4
PS149_39-11	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-16	2025-08-16	08:05:19	08:11:19	83.7982	-7.5488	83.7941	-7.6005	3289.8	3264
PS149_39-12	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-16	2025-08-16	08:41:43	08:47:56	83.7638	-7.8912	83.7624	-7.9674	3226.9	3258.8
PS149_39-13	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-16	2025-08-16	09:26:02	09:31:36	83.7353	-8.3265	83.7260	-8.3751	3409.1	3408.9
PS149_39-14	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-16	2025-08-16	09:51:01	09:56:51	83.7029	-8.7241	83.6926	-8.7834	3407.2	3406.8
PS149_39-15	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-16	2025-08-16	10:28:44	10:36:51	83.6350	-9.0173	83.6268	-9.1092	3343.6	3369.7
PS149_39-16	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-16	2025-08-16	11:03:42	11:11:43	83.5913	-9.3441	83.5857	-9.4415	3301.5	3380.4
PS149_39-17	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-16	2025-08-16	11:46:23	11:57:13	83.5765	-9.9313	83.5740	-10.0686	3269.3	3352
PS149_39-18	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-16	2025-08-16	12:19:09	12:26:27	83.5486	-10.3064	83.5442	-10.3783	3424.2	3389.2
PS149_39-19	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-16	2025-08-16	13:15:09	13:20:54	83.5259	-10.8309	83.5240	-10.9271	3059.2	3096.2
PS149_39-2	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-16	2025-08-16	00:47:45	00:55:09	84.0181	-3.4449	84.0129	-3.4733	3254.3	3170.4
PS149_39-3	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-16	2025-08-16	01:38:18	01:45:45	83.9856	-3.8805	83.9855	-3.9357	3226.6	3171.1
PS149_39-4	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-16	2025-08-16	02:43:18	02:50:54	83.9793	-4.3368	83.9775	-4.3732	3014.6	3062.6
PS149_39-5	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-16	2025-08-16	03:24:27	03:33:54	83.9639	-4.7745	83.9614	-4.8147	3187.2	3936.5
PS149_39-6	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-16	2025-08-16	04:13:11	04:20:04	83.9282	-5.1598	83.9291	-5.1740	3060.7	3067.2
PS149_39-7	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-16	2025-08-16	05:00:20	05:06:49	83.9040	-5.6217	83.8992	-5.6307	0	3367.7
PS149_39-8	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-16	2025-08-16	05:20:26	05:43:13	83.8884	-5.8012	83.8870	-6.0833	3011.6	3117.6
PS149_39-9	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-16	2025-08-16	06:24:27	06:30:57	83.8554	-6.5600	83.8572	-6.6225	3036.9	3089.8
PS149_40-1	station	CTD AWI-OZE (Piglet)	CTD_SBE9plus_287		CTD	2025-08-16	2025-08-16	12:29:45	12:49:09	83.5429	-10.3986	83.5404	-10.4131	3394.1	3342.7
PS149_41-1	station	Ship-supported ice station	ship_icestation		pack ice	2025-08-16	2025-08-18	19:55:00	22:30:07	83.0795	-12.9479	82.7207	-12.8528	3407.7	3011.6
PS149_41-10	station	Multinet Midi 5 Nets	MN_S5_PS		net	2025-08-17	2025-08-17	13:21:45	15:20:27	82.9351	-12.8041	82.9163	-12.8046	3160.6	3150.7
PS149_41-11	station	Maritime Robotics Otter Pro USV SN124	otter_pro_usv_124		small boat	2025-08-18	2025-08-18	11:00:58	11:51:00	82.7734	-12.8337	82.7702	-12.8326	3263.4	3341.3
PS149_41-12	station	TV-guided Multiple Corer	TV-MUC		corer	2025-08-18	2025-08-18	12:30:45	15:36:36	82.7677	-12.8314	82.7528	-12.8325	3011.6	3011.6
PS149_41-3	station	Hand Net	HN_PS		net	2025-08-16	2025-08-16	21:31:30	21:42:23	83.0640	-12.9404	83.0626	-12.9394	3383.3	3381.5
PS149_41-4	station	Multinet Midi 5 Nets 55 ?m	mn_s5_ps_55		net	2025-08-17	2025-08-17	08:00:24	09:59:05	82.9751	-12.8144	82.9610	-12.8186	3242.5	3210.4
PS149_41-5	station	Bongo Net	BONGO_PS		net	2025-08-17	2025-08-17	09:59:30	10:21:30	82.9609	-12.8186	82.9582	-12.8191	3209.6	3200.2
PS149_41-6	station	Bongo Net	BONGO_PS		net	2025-08-17	2025-08-17	10:21:50	10:36:53	82.9582	-12.8191	82.9564	-12.8193	3200.2	3195.3
PS149_41-7	station	Bongo Net	BONGO_PS		net	2025-08-17	2025-08-17	10:37:12	10:52:02	82.9563	-12.8193	82.9546	-12.8192	3194.5	3194.1
PS149_41-8	station	Marine Snow Catcher	MSC_PS		water sampler	2025-08-17	2025-08-17	11:04:54	11:25:04	82.9531	-12.8188	82.9507	-12.8176	3191.9	3186.5
PS149_42-1	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-19	2025-08-19	01:51:27	02:02:09	82.7239	-11.3091	82.7337	-11.2282	3161.5	3179.1
PS149_42-10	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-19	2025-08-19	07:14:10	07:21:01	82.9561	-7.9169	82.9644	-7.8332	3179.5	3117.1
PS149_42-11	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-19	2025-08-19	07:51:08	07:57:21	83.0078	-7.6944	83.0160	-7.6291	3143.5	3011.6
PS149_42-12	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-19	2025-08-19	08:16:29	08:22:32	83.0402	-7.3703	83.0515	-7.3165	3011.7	3011.7
PS149_42-13	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-19	2025-08-19	08:36:35	08:46:35	83.0742	-7.1528	83.0896	-7.1002	3011.6	3016.2
PS149_42-14	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-19	2025-08-19	09:06:56	09:16:08	83.1187	-6.9419	83.1305	-6.8368	3011.7	3214.3
PS149_42-15	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-19	2025-08-19	09:35:18	09:42:50	83.1514	-6.5853	83.1541	-6.4380	3143.9	3110.3
PS149_42-16	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-19	2025-08-19	09:59:19	10:07:12	83.1753	-6.2055	83.1852	-6.1244	3610.8	3913.2
PS149_42-17	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-19	2025-08-19	10:32:38	10:41:00	83.2278	-6.1091	83.2412	-6.1045	3134.1	3510.6
PS149_42-18	station	XCTD-Deck-Unit	XCTD_MK150_2		CTD	2025-08-19	2025-08-19	11:06:04	11:17:16	83.2701	-5.9220	83.2830	-5.8021	3386.2	3436.5
PS149_42-19	station	XCTD-Deck-Unit	XCTD_MK150_2		CTD	2025-08-19	2025-08-19	11:34:28	11:47:26	83.3100	-5.6167	83.3302	-5.5880	3694.4	3288.3
PS149_42-2	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-19	2025-08-19	02:42:45	02:52:27	82.7536	-10.7514	82.7587	-10.6808	3214.2	3175.6
PS149_42-20	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-19	2025-08-19	12:08:27	12:18:09	83.3530	-5.3915	83.3437	-5.2640	3304.1	3227.8
PS149_42-21	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-19	2025-08-19	12:39:36	12:50:09	83.3334	-4.9864	83.3388	-4.8715	3118.6	3517
PS149_42-22	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-19	2025-08-19	13:11:45	13:19:45	83.3519	-4.5216	83.3620	-4.3853	0	0
PS149_42-23	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-19	2025-08-19	13:35:45	13:46:27	83.3770	-4.0885	83.3917	-4.0239	3511.7	3767.6
PS149_42-24	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-19	2025-08-19	14:02:09	14:12:18	83.4209	-3.9607	83.4374	-4.0256	3797.1	3806.5
PS149_42-25	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-19	2025-08-19	14:32:27	14:40:09	83.4671	-4.1623	83.4663	-4.1678	3379.7	3354.8
PS149_42-26	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-19	2025-08-19	15:43:54	15:53:45	83.5166	-4.1379	83.5308	-4.1592	3805.8	3886.7
PS149_42-27	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-19	2025-08-19	16:30:01	16:40:14	83.5438	-3.6706	83.5558	-3.5628	4003.9	3963.8
PS149_42-28	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-19	2025-08-19	17:08:00	17:18:21	83.5585	-3.1880	83.5579	-3.1310	3580.1	3491.7
PS149_42-3	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-19	2025-08-19	03:38:27	03:45:09	82.7478	-10.1334	82.7447	-10.0416	3224.9	3229.5
PS149_42-4	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-19	2025-08-19	04:05:13	04:12:34	82.7646	-9.7234	82.7668	-9.6689	3251.7	3238.8
PS149_42-5	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-19	2025-08-19	04:35:39	04:42:42	82.7915	-9.3988	82.8028	-9.3605	3253.6	3261.4
PS149_42-6	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-19	2025-08-19	05:03:37	05:10:03	82.8393	-9.3075	82.8451	-9.2496	3322.2	3323.6
PS149_42-7	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-19	2025-08-19	05:42:57	05:48:57	82.8662	-8.9154	82.8648	-8.8326	3287	3266.5
PS149_42-8	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-19	2025-08-19	06:15:29	06:21:27	82.8854	-8.5085	82.8881	-8.4195	3324.9	3321.9
PS149_42-9	station	XCTD-Deck-Unit	XCTD_MK150_1		CTD	2025-08-19	2025-08-19	06:44:03	06:50:23	82.9166	-8.1894	82.9225	-8.1053	3304.7	3288.8
PS149_43-1	station	Multinet Midi 5 Nets	MN_S5_PS		net	2025-08-20	2025-08-20	17:57:48	19:52:27	83.7069	15.6539	83.6972	15.6111	4069.4	4070.4
PS149_43-2	station	CTD AWI-OZE (Piglet)	CTD_SBE9plus_287		CTD	2025-08-20	2025-08-20	19:57:40	22:15:26	83.6964	15.6059	83.6964	15.4224	4070.5	4070.3
PS149_43-3	station	Hand Net	HN_PS		net	2025-08-20	2025-08-20	20:12:06	20:23:30	83.6947	15.5861	83.6942	15.5718	4071.4	4070.9
PS149_43-4	station	XCTD-Deck-Unit	XCTD_MK150_2		CTD	2025-08-20	2025-08-20	22:18:57	22:31:40	83.6973	15.4161	83.6986	15.4105	4070	4070.2
PS149_44-1	station	Ship-supported ice station	ship_icestation		pack ice	2025-08-21	2025-08-21	16:15:44	16:50:06	83.1875	30.2262	83.1838	30.1611	3968	3968.6
PS149_44-2	station	Ship-supported ice station	ship_icestation		pack ice	2025-08-21	2025-08-21	17:58:04	18:14:00	83.2156	31.0854	83.2188	31.2101	3949.5	3939.4
PS149_44-3	station	Ship-supported ice station	ship_icestation		pack ice	2025-08-21	2025-08-21	18:37:47	21:17:31	83.2415	31.4156	83.2371	31.5318	3933.9	3927.7
PS149_45-1	station	IAOOS Ocean profiling buoy 1	iaoos1		Buoy	2025-08-21	2025-08-22	23:00:37	01:00:45	83.2485	33.2634	83.2458	33.2527	3848.8	3846.6
PS149_46-1	station	Ship-supported ice station	ship_icestation		pack ice	2025-08-23	2025-08-24	06:51:59	18:32:02	84.2013	18.1498	84.2131	17.3246	4059.8	3910
PS149_46-2	station	CTD AWI-OZE (Piglet)	CTD_SBE9plus_287		CTD	2025-08-23	2025-08-23	12:23:36	13:27:18	84.1950	18.1302	84.1936	18.1437	4031.8	3724.6
PS149_46-3	station	Bongo Net	BONGO_PS		net	2025-08-23	2025-08-23	13:28:27	13:51:18	84.1936	18.1439	84.1928	18.1481	3756.6	3720.4
PS149_46-4	station	Bongo Net	BONGO_PS		net	2025-08-23	2025-08-23	13:52:09	14:02:36	84.1928	18.1482	84.1923	18.1500	3724.6	3711
PS149_46-5	station	Bongo Net	BONGO_PS		net	2025-08-23	2025-08-23	14:03:27	14:20:09	84.1923	18.1501	84.1915	18.1526	3716.3	3684.9
PS149_46-6	station	CTD AWI-OZE (Piglet)	CTD_SBE9plus_287		CTD	2025-08-23	2025-08-23	14:29:09	17:31:29	84.1910	18.1536	84.1831	18.1184	3657.3	3729
PS149_46-7	station	Hand Net	HN_PS		net	2025-08-23	2025-08-23	15:06:36	15:17:45	84.1890	18.1538	84.1883	18.1527	3648.9	3753.3
PS149_46-8	station	Multinet Midi 5 Nets	MN_S5_PS		net	2025-08-23	2025-08-23	17:37:18	19:37:29	84.1829	18.1162	84.1825	18.0666	3702.9	4060.9
PS149_46-9	station	Marine Snow Catcher	MSC_PS		water sampler	2025-08-23	2025-08-23	19:38:55	19:54:20	84.1826	18.0661	84.1827	18.0606	4062.4	4063.2
PS149_47-1	station	Ship-supported ice station	ship_icestation		pack ice	2025-08-26	2025-08-27	07:10:51	20:15:46	82.4241	-6.1634	82.3390	-4.6572	3268.2	3502.6
PS149_47-2	station	CTD AWI-OZE (Piglet)	CTD_SBE9plus_287		CTD	2025-08-26	2025-08-26	09:53:55	13:02:09	82.4465	-5.9429	82.4602	-5.6955	0	4770.5
PS149_47-3	station	Hand Net	HN_PS		net	2025-08-26	2025-08-26	10:24:45	10:37:21	82.4492	-5.9029	82.4503	-5.8862	4626.2	4625.8
PS149_47-4	station	Marine Snow Catcher	MSC_PS		water sampler	2025-08-26	2025-08-26	13:09:09	13:25:27	82.4603	-5.6870	82.4605	-5.6686	4771	4768.6
PS149_47-5	station	CTD AWI-OZE (Piglet)	CTD_SBE9plus_287		CTD	2025-08-26	2025-08-26	13:39:45	14:35:45	82.4607	-5.6529	82.4616	-5.5936	4766.7	4761.8
PS149_47-6	station	Multinet Midi 5 Nets	MN_S5_PS		net	2025-08-26	2025-08-26	14:36:27	16:37:44	82.4616	-5.5930	82.4626	-5.4995	4761.8	4369.4
PS149_48-1	station	CTD AWI-OZE (Piglet)	CTD_SBE9plus_287		CTD	2025-08-28	2025-08-28	13:57:45	15:58:36	81.8822	-10.0688	81.8845	-10.0407	2348.4	2366.6
PS149_5-1	station	Float	FLOAT_PS		FLOAT	2025-07-06	2025-07-06	04:20:23	04:20:25	81.5973	17.7280	81.5974	17.7281	1673.4	1673.4
PS149_6-1	station	Float	FLOAT_PS		FLOAT	2025-07-06	2025-07-06	04:25:12	04:25:14	81.6011	17.7439	81.6012	17.7441	1776.4	1776.4
PS149_7-1	station	Float	FLOAT_PS		FLOAT	2025-07-06	2025-07-06	04:30:46	04:30:48	81.6060	17.7652	81.6060	17.7653	1829.6	1829.6
PS149_8-1	station	Float	FLOAT_PS		FLOAT	2025-07-06	2025-07-06	04:35:46	04:35:48	81.6094	17.7796	81.6094	17.7797	1915.7	1915.7
PS149_9-1	station	Float	FLOAT_PS		float	2025-07-06	2025-07-06	08:15:25	08:30:24	82.0966	19.8910	82.1028	19.8886	3663.6	3670.8
PS149_9-2	station	MetOcean SVP-I-BXGS-AP (FID4076) 2025P346	2025P346		Buoy	2025-07-06	2025-07-06	08:15:44	08:30:30	82.0967	19.8909	82.1028	19.8889	3667.7	3662.1
